c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,d1,d2,d3,,ISI_EH_16,ISI_EW_16,EH_16,EW_16
1.119592261,43.20283619,43.11593588,0.865661085,26.60444441,9.316503038,4.303439754,12.02006694,46.85716572,0.295206254,-0.043539296,1,-1,1,,0.334137,6.69E-11,0.200548,5.14E-11
1.096696512,41.07503625,45.63162013,0.889748371,36.95610728,9.45685673,4.721390618,15.88845632,42.83943438,0.277782061,0.171992055,1,0,1,,0.320102,6.53E-11,0.192022,5.38E-11
1.08567162,35.92126579,32.09936428,0.871578112,29.36472115,11.13139826,4.738630294,14.13799886,40.82144002,0.290633507,-0.044304498,-1,-1,0,,0.338387,6.73E-11,0.179587,5.16E-11
1.120007018,49.2648313,44.1448642,0.866277015,27.37358882,10.28819213,4.402512899,12.39033728,47.71152333,0.238490913,0.02852846,0,1,-1,,0.342345,6.67E-11,0.206286,5.48E-11
1.142240953,48.8169484,41.79715742,0.865769809,27.76122413,6.591351103,4.387721696,23.8951045,46.95152065,0.220771804,-0.166881625,0,0,-1,,0.33251,6.96E-11,0.203396,5.53E-11
1.097217735,40.9514912,44.07471479,0.876482866,30.59174004,10.99343779,4.33835299,23.74847246,48.41898008,0.263894782,0.026252588,0,1,1,,0.34678,6.94E-11,0.209144,5.67E-11
1.09738088,47.5355408,47.82115016,0.888873972,35.17830172,7.130234661,4.38343612,18.60346773,42.91895221,0.244595281,0.044253007,1,1,-1,,0.318946,6.33E-11,0.20037,5.34E-11
1.087958128,34.99519509,33.79440773,0.865379429,33.95917246,9.918462278,4.996019491,29.65995414,44.36562772,0.297202062,-0.114240838,0,-1,0,,0.336247,6.81E-11,0.196394,5.29E-11
1.120778757,39.06870629,47.48174236,0.891808811,29.4263508,9.516312817,4.251629274,21.52356979,47.93484674,0.203587915,-0.123456449,-1,0,0,,0.318002,6.64E-11,0.174311,4.98E-11
1.164412224,49.21594612,40.90546655,0.882304536,30.35348823,13.61672869,4.702797326,24.00254391,40.11103333,0.285296985,0.111330487,1,1,1,,0.349842,6.23E-11,0.219564,5.10E-11
1.135159068,44.81563626,34.50515879,0.885938753,27.54909457,11.65559558,4.102368617,25.97170417,44.91557185,0.220438687,0.091698646,0,0,0,,0.409214,7.04E-11,0.247118,6.01E-11
1.098232082,47.6763518,34.8837364,0.896927533,41.53200237,8.435881952,4.87623776,27.15922414,44.2461271,0.236368441,-0.087025011,1,1,1,,0.310738,6.72E-11,0.197679,5.41E-11
1.165990345,35.11502054,46.73080956,0.871416761,40.9668322,12.71075867,4.240199593,22.33710038,46.73503015,0.240582041,-0.198049182,-1,0,-1,,0.267413,5.88E-11,0.137578,4.10E-11
1.099199802,46.77889896,33.00518368,0.855270987,37.22859754,10.11326614,4.548350142,18.72497494,46.03513617,0.285146877,-0.089230777,1,0,1,,0.310158,6.69E-11,0.19174,5.39E-11
1.151142804,38.33238297,40.0157442,0.886481169,30.13954732,13.37309535,4.731862518,23.14074762,42.73008837,0.269584846,-0.097114101,-1,0,0,,0.334889,6.61E-11,0.185213,5.19E-11
1.148311935,30.2294491,34.6646023,0.877891449,37.39649599,9.939845231,4.890028551,29.56565888,44.64277068,0.276798698,-0.002091146,0,-1,0,,0.360091,6.49E-11,0.212084,5.46E-11
1.133176546,34.4974996,33.75266748,0.898950447,39.03991456,8.28306826,4.627245546,18.8412817,41.76338041,0.241883514,-0.081124882,0,0,0,,0.349749,6.77E-11,0.228445,5.87E-11
1.068329081,37.74736614,46.73460806,0.891410013,35.18519608,8.549174918,4.308137865,29.20835251,45.64610099,0.22176053,-0.10020718,1,0,1,,0.31209,6.67E-11,0.1958,5.41E-11
1.162626287,34.77628267,33.70742541,0.859198097,38.25959691,11.67011405,4.494147732,26.28848113,45.17512692,0.241359816,-0.153023226,-1,1,1,,0.320902,6.01E-11,0.186658,4.85E-11
1.155057774,35.51186429,41.86017157,0.899228989,29.03068835,13.72150393,4.687443832,14.31716888,47.71927146,0.295177578,0.02511222,-1,0,-1,,0.340404,6.36E-11,0.178659,5.18E-11
1.135522188,30.52695758,47.82521097,0.865922856,26.38246047,12.4685132,4.975927297,25.27659318,40.02735806,0.206336051,0.033707762,0,0,1,,0.348557,6.83E-11,0.202681,5.67E-11
1.10023818,47.63666962,45.97870991,0.899375945,37.45331151,13.0150696,4.387685101,14.00118513,48.65364106,0.23034726,-0.032267081,-1,1,-1,,0.278521,5.59E-11,0.153275,4.47E-11
1.131269694,42.10198268,38.73476935,0.869307526,27.96289667,10.27089507,4.309568688,25.58654132,46.74870584,0.207192696,0.195705874,0,-1,0,,0.404916,6.89E-11,0.238092,5.45E-11
1.144712361,34.55651774,32.49188509,0.873918592,31.643879,10.37209199,4.69369756,26.34995653,40.13544347,0.271429551,-0.081874414,0,-1,0,,0.368631,6.76E-11,0.219144,5.65E-11
1.165306925,46.92483461,40.9664189,0.879888284,29.07321077,7.810012709,4.238611861,18.80064385,41.11955444,0.251127289,0.055391182,1,-1,1,,0.356526,6.32E-11,0.210556,4.92E-11
1.078887907,36.88392718,33.12556607,0.876288059,36.40463631,10.92377713,4.832482607,16.24019226,46.18181842,0.230282852,-0.164492918,0,0,-1,,0.316199,6.66E-11,0.198727,5.68E-11
1.097192816,31.4271295,47.33718738,0.886358272,27.62337373,12.29015458,4.416939824,28.40583253,44.95497435,0.287269272,-0.111788082,-1,-1,1,,0.293542,6.63E-11,0.140066,4.95E-11
1.103385901,37.33673884,33.55412291,0.866550722,36.55535686,9.732347931,4.891308413,16.8540648,43.54819349,0.232035429,0.020695188,-1,-1,1,,0.339152,6.06E-11,0.182431,4.68E-11
1.085488611,33.46488543,47.03171079,0.868832386,35.39357016,6.44121668,4.226772197,13.73445393,48.12115568,0.210314678,0.006526418,-1,0,-1,,0.30804,6.55E-11,0.14911,4.80E-11
1.082224459,35.57633511,46.12163204,0.881579688,41.41860336,10.79771492,4.108567745,19.4815381,40.22441754,0.231398433,-0.007350028,0,1,1,,0.31726,6.52E-11,0.211954,5.48E-11
1.124212602,34.77300406,40.93258526,0.869746007,34.105315,7.567736116,4.241076449,25.58130614,43.29973229,0.264419569,0.026182239,1,1,1,,0.367655,6.79E-11,0.237821,5.64E-11
1.156619759,47.61367236,39.08978241,0.860236754,36.115078,11.0946878,4.723175753,28.33451765,47.82580978,0.262529094,0.040386238,0,1,-1,,0.333274,6.46E-11,0.1975,5.49E-11
1.087942573,43.02730724,45.03200273,0.896116124,40.66640179,10.48879045,4.333850578,18.00835422,49.97762366,0.252559779,0.126362669,1,1,0,,0.327632,6.40E-11,0.21522,5.49E-11
1.126368287,40.13860775,37.57663384,0.876888526,26.10775531,13.01348645,4.605337833,12.43706566,48.18174745,0.213535439,-0.187744521,1,0,1,,0.313416,6.65E-11,0.178056,5.57E-11
1.112900209,49.21313391,33.49782798,0.853279926,40.07896922,12.57097633,4.83797248,20.42072486,44.27492095,0.240106831,0.032886017,-1,-1,1,,0.319342,5.82E-11,0.170438,4.42E-11
1.139563735,45.68584005,42.476787,0.878123308,32.59828173,8.559320496,4.357623014,17.33118093,46.82752866,0.276244118,0.039047915,-1,1,1,,0.337877,6.85E-11,0.182617,5.25E-11
1.088953059,33.88790041,44.2509779,0.898934691,26.25455939,7.991185136,4.813081585,24.94497536,42.45979958,0.255489238,0.034234318,0,1,1,,0.361306,6.87E-11,0.22453,5.51E-11
1.138805096,39.27347422,38.47757554,0.865400474,29.81294253,6.740026865,4.681295049,24.05226807,46.87343474,0.200314572,-0.024698787,1,0,-1,,0.353773,6.60E-11,0.212211,5.22E-11
1.078922006,40.53218671,47.67583393,0.874963851,31.99439967,12.51071994,4.971381294,17.1682208,48.0300004,0.299614144,-0.155270304,0,-1,1,,0.293912,6.60E-11,0.176062,5.30E-11
1.119771404,46.27053159,38.02070694,0.872288726,38.01444095,6.786771032,4.424473674,22.1467126,42.38585596,0.283995377,0.106340397,0,0,-1,,0.366377,6.49E-11,0.229,5.41E-11
1.163220925,40.4597615,33.70439453,0.896830851,39.34777583,10.35534529,4.85267205,27.87043655,47.76081137,0.257125398,0.046119489,0,1,1,,0.361741,6.86E-11,0.226451,5.76E-11
1.151105736,42.44433273,35.30367935,0.884574421,34.51222,8.105976471,4.100707887,16.2389597,46.73566698,0.28783202,0.132281028,-1,1,-1,,0.385352,6.79E-11,0.211803,5.18E-11
1.077477408,31.42249959,44.18547699,0.864241669,30.34884884,6.016002405,4.18868511,14.44074685,41.59360206,0.24453136,0.125654326,1,-1,-1,,0.334068,6.29E-11,0.187448,4.51E-11
1.147896479,48.19979243,39.09747262,0.885435525,33.81334589,6.398740465,4.172388291,16.42696203,49.81621729,0.269191723,-0.092796967,1,1,1,,0.345159,6.99E-11,0.224917,5.77E-11
1.137292992,43.22692269,32.69264257,0.868074379,38.37964773,6.628183319,4.895945705,28.75562933,48.53085512,0.21173776,0.026069393,-1,0,-1,,0.367381,6.37E-11,0.201881,4.72E-11
1.137422663,47.7596018,33.53241647,0.890788529,30.44826131,10.73829909,4.747816138,25.98634469,42.94664849,0.260737654,-0.08501085,1,0,-1,,0.334025,6.57E-11,0.19205,5.39E-11
1.166498342,46.29011216,38.62364666,0.893957109,37.72001784,13.42997545,4.254449625,17.30703009,40.93736676,0.231798103,-0.047524555,-1,0,1,,0.317892,5.96E-11,0.186487,4.80E-11
1.129937922,39.43039877,43.48270369,0.863461177,28.76890751,9.032980822,4.494273294,19.59827822,49.13569687,0.226956702,-0.059182639,1,1,0,,0.341217,6.85E-11,0.211171,5.80E-11
1.088187635,37.43846023,38.23768625,0.878771353,30.45383966,8.075938468,4.747155256,28.38321674,41.2209682,0.218228897,-0.146756142,1,-1,1,,0.30486,6.50E-11,0.177695,5.18E-11
1.135027436,34.28019545,41.67314565,0.860083937,39.0841151,8.528857058,4.702655088,14.67720413,43.05945447,0.229724145,0.054031973,1,1,-1,,0.332278,6.51E-11,0.208874,5.63E-11
1.134754721,46.90497293,34.93355051,0.888021488,37.39103044,10.46035131,4.685146688,13.61991185,41.46875816,0.241557172,0.084548275,0,1,-1,,0.34422,6.54E-11,0.210541,5.61E-11
1.083448786,37.77958278,39.96713526,0.896752286,26.88313998,12.63205993,4.985743861,16.81090704,48.90057304,0.229030014,0.119602999,0,1,-1,,0.354835,6.70E-11,0.197061,5.68E-11
1.112652405,41.95217298,35.78667803,0.884380748,28.37895786,10.47749199,4.544896037,27.06970793,44.81468515,0.278473096,-0.039882277,0,0,0,,0.368704,6.87E-11,0.220379,5.85E-11
1.097457262,45.74454273,38.69542822,0.874838303,35.2371605,12.5573259,4.623187977,19.31057225,41.60586829,0.27021113,0.153293129,1,1,1,,0.32604,6.70E-11,0.203441,5.71E-11
1.077504558,39.32427952,46.95256808,0.878175458,34.72405623,6.507804399,4.581770162,23.78174347,41.46591846,0.295636473,-0.121539683,-1,-1,-1,,0.260722,6.05E-11,0.117301,4.23E-11
1.134059267,35.48682307,33.73489334,0.86304504,31.34642934,9.717855018,4.310920799,25.09506996,48.07191102,0.27909756,0.086299419,0,0,0,,0.418838,7.08E-11,0.258916,5.98E-11
1.093630994,34.20915582,33.74605325,0.869834055,27.39626624,11.24311725,4.954846023,25.60139905,41.16891727,0.202048125,-0.066044468,0,1,1,,0.358653,7.02E-11,0.217715,6.02E-11
1.165954283,36.25663496,43.80012478,0.885826469,35.16092156,8.941168461,4.287439125,29.6399859,40.6589377,0.223622775,-0.076440212,0,0,0,,0.358864,6.90E-11,0.224166,5.60E-11
1.157617003,44.26738526,36.2459496,0.858225065,40.08795862,12.35026506,4.134548689,27.82741518,45.87939745,0.24575372,0.069540751,1,1,1,,0.368512,6.50E-11,0.247025,5.53E-11
1.07061095,36.60642407,33.40877468,0.884181873,32.36818744,9.831632734,4.360823005,26.18930136,40.46512682,0.228112565,0.036238345,-1,-1,1,,0.350157,6.60E-11,0.17688,4.89E-11
1.145680018,42.03198672,43.6878187,0.851176396,30.07877743,6.336734079,4.550011159,29.80452533,40.13530508,0.244087904,-0.198085433,0,0,0,,0.331078,6.82E-11,0.208281,5.54E-11
1.12795553,33.66717452,43.40386854,0.857982426,39.25721048,7.64942531,4.416994646,16.15041249,48.07684492,0.249026996,0.149533402,-1,0,1,,0.344142,6.17E-11,0.190251,4.81E-11
1.079675267,39.97916221,44.42581814,0.899060508,36.77404368,7.464009438,4.78379566,13.34343387,47.62772464,0.282781523,0.023683886,-1,0,-1,,0.301696,6.09E-11,0.154179,4.62E-11
1.115938752,48.73054845,32.00155121,0.850478345,30.03122277,10.04541171,4.586374985,18.68326363,42.92711375,0.220236735,0.120112758,1,1,1,,0.39502,6.84E-11,0.252183,5.61E-11
1.09825896,39.84935971,44.98065427,0.880617947,32.53773594,7.415233779,4.457886881,20.73382777,49.90584593,0.228419508,-0.133744129,0,1,-1,,0.312598,6.93E-11,0.184903,5.79E-11
1.088724221,34.22934689,33.21676305,0.868245385,30.5557444,13.10071034,4.802233649,13.96316922,48.50503495,0.210959861,0.088083099,1,-1,-1,,0.375776,6.57E-11,0.216181,5.08E-11
1.123949098,31.73616769,46.48524858,0.893728326,39.5016277,8.956538841,4.300656271,29.94800979,48.17338365,0.204212816,-0.050688849,1,1,0,,0.315595,6.66E-11,0.196113,5.77E-11
1.147885365,40.56769393,35.95409321,0.889644397,30.1880167,6.00318704,4.308187027,29.8806652,46.56200834,0.222066812,0.074455881,-1,0,0,,0.404339,6.83E-11,0.214715,5.07E-11
1.135360358,42.8148554,33.12877627,0.862148206,39.93339509,11.87792655,4.251034405,17.3746103,45.62722029,0.282644577,-0.119793477,1,1,1,,0.325631,6.54E-11,0.220175,5.32E-11
1.076833199,37.63737779,46.59765551,0.863025676,27.73286964,6.447543722,4.4165035,12.67728501,45.83033921,0.267255681,-0.015806564,1,0,0,,0.336179,6.86E-11,0.211107,5.49E-11
1.140778353,40.02049929,43.23764193,0.861532045,37.91379855,10.01309762,4.734831947,20.04056023,45.0594061,0.204153518,-0.004276284,1,1,-1,,0.313602,6.47E-11,0.194622,5.64E-11
1.08089542,32.84991694,38.93360644,0.878810739,31.48877912,7.283932722,4.767269375,29.33564831,47.33642286,0.207706423,0.136363263,1,0,0,,0.366184,7.01E-11,0.220547,5.67E-11
1.073418075,38.72624097,46.86180479,0.863159005,28.04725075,12.09791018,4.935747309,17.86383157,42.32458098,0.218248548,0.185294209,0,0,0,,0.336549,6.60E-11,0.187544,5.58E-11
1.124330132,47.20175544,36.93351978,0.852821822,33.26086696,7.656880767,4.567085298,21.68377744,42.94288217,0.230745388,-0.190330531,-1,1,1,,0.307988,6.99E-11,0.167348,5.13E-11
1.10870687,36.47378827,41.911842,0.892988153,33.88224705,6.661666384,4.940132413,26.5498854,43.65518823,0.233072891,0.175173631,1,0,-1,,0.34621,6.39E-11,0.203158,5.28E-11
1.104156103,42.71604437,47.76550941,0.851836988,31.03409565,7.849885776,4.930128877,21.92046115,40.53713538,0.275524825,0.073633529,1,1,1,,0.323355,6.60E-11,0.199411,5.68E-11
1.132884078,49.1145755,45.99362558,0.887662574,29.56265527,7.104119696,4.298799503,15.6991775,45.67964546,0.266304382,0.010967008,-1,0,0,,0.331316,6.72E-11,0.172559,4.85E-11
1.072301609,37.2632519,47.48363855,0.884775579,31.91583647,11.37300919,4.338598725,13.39459615,45.28067139,0.228976913,-0.007339242,1,-1,0,,0.318822,6.45E-11,0.184758,5.33E-11
1.156866127,43.03480733,43.57310617,0.855129326,33.67452937,9.234735123,4.682171518,17.17923242,43.83064712,0.298101679,-0.154075773,0,1,0,,0.328071,6.59E-11,0.213705,5.57E-11
1.086657456,34.78092329,43.14646721,0.885684405,38.55607899,9.048354999,4.867162959,24.55223771,47.13259898,0.282198864,0.051569775,-1,1,0,,0.31287,6.37E-11,0.174096,4.97E-11
1.108889431,30.61597622,41.52729061,0.878188178,35.61292834,8.582827749,4.599393779,15.08981348,46.49859426,0.207167347,0.150030854,1,-1,-1,,0.357466,6.21E-11,0.202907,4.91E-11
1.088280464,35.87689141,46.1557907,0.894179605,39.38027546,8.615484935,4.912110175,25.89244132,46.58082981,0.289980307,0.113252589,0,0,-1,,0.315929,6.49E-11,0.18474,5.27E-11
1.10914162,36.48510448,38.3020502,0.853070608,31.81489429,8.824349487,4.879062039,27.99660089,49.63052087,0.232819925,0.077328062,0,-1,0,,0.373624,6.90E-11,0.221198,5.70E-11
1.129973295,34.84887491,45.91980202,0.860705096,37.96342404,7.157311484,4.196137691,24.96579978,45.26318116,0.244291583,0.111272227,-1,0,1,,0.337228,6.33E-11,0.177458,4.58E-11
1.102541004,47.06699197,47.39475995,0.898956275,30.44204804,9.320056291,4.752508896,28.10758681,47.1131111,0.275813228,0.153361461,1,0,0,,0.321155,6.80E-11,0.177247,5.51E-11
1.103361493,40.85089883,40.55631961,0.882379129,40.32294208,10.80661981,4.972944684,25.17843999,44.15291492,0.258113846,0.168928313,-1,-1,0,,0.316825,5.63E-11,0.157454,4.42E-11
1.128516707,44.19857207,42.58067251,0.866807322,29.25335768,9.262503701,4.235692826,26.87400386,47.10460614,0.240105619,-0.131446922,1,1,0,,0.335971,6.90E-11,0.204428,5.76E-11
1.154246601,42.78127812,47.94564512,0.855054894,29.91757375,6.669239473,4.770267598,14.87235557,48.81659534,0.249147953,0.010467705,-1,0,1,,0.335661,6.43E-11,0.179161,4.81E-11
1.070918699,42.28107271,35.64183663,0.860675204,40.3250971,13.10410679,4.104738666,26.98147127,49.0229884,0.251194766,0.062469527,1,0,1,,0.340817,6.72E-11,0.222071,5.41E-11
1.143445236,43.7087995,39.34586271,0.878672612,35.18495091,12.73704416,4.316397537,25.63007639,48.1233711,0.279703236,0.123083128,0,-1,1,,0.354329,6.77E-11,0.209101,5.51E-11
1.14959467,38.35031503,41.88618777,0.887762276,38.31624911,13.66883698,4.977567748,22.16522265,44.65739069,0.283552533,-0.11201563,-1,1,1,,0.297329,5.75E-11,0.178451,4.83E-11
1.143306477,33.84023198,41.46604106,0.880341573,33.06950084,12.91640522,4.589133968,20.8691348,44.18125636,0.206222518,-0.055140216,0,1,1,,0.338004,6.60E-11,0.212008,5.65E-11
1.075948206,41.31276999,42.2480261,0.888389113,36.1205641,7.496486041,4.775219556,21.87946921,41.02170359,0.202482703,-0.080501523,1,0,1,,0.311804,6.60E-11,0.197062,5.34E-11
1.135668171,48.65576701,47.46395521,0.888227404,30.69198697,10.976553,4.307986515,25.51242669,41.65867029,0.275647039,0.1474356,-1,-1,-1,,0.303439,5.96E-11,0.136456,4.16E-11
1.118617304,31.31269677,39.18227233,0.891891431,28.87604245,6.30847249,4.759424217,22.13473302,40.42060626,0.298488526,0.027732955,-1,1,0,,0.369733,6.79E-11,0.206407,5.08E-11
1.125182336,45.79813284,46.44215473,0.853037537,31.57621135,7.600734905,4.518636378,13.64642296,40.68085774,0.230088943,0.161738103,-1,0,1,,0.337315,6.37E-11,0.178416,4.70E-11
1.164220865,45.27440064,32.01185461,0.886760778,26.35188016,7.348525458,4.109462607,14.68428598,46.87505525,0.270201688,-0.051569037,-1,-1,-1,,0.369902,6.78E-11,0.184556,5.14E-11
1.13978575,46.94608411,34.08572023,0.854370366,31.9507433,9.2310691,4.348763798,25.57502735,43.21786201,0.280014431,0.164523342,-1,-1,-1,,0.363189,6.54E-11,0.178716,4.71E-11
1.117981569,38.58844059,33.46551683,0.863683865,40.18636503,7.96755473,4.659070448,20.91013313,40.94372536,0.289936853,-0.172891667,0,0,1,,0.309252,6.99E-11,0.189695,5.66E-11
1.134736901,49.4399628,43.34998065,0.866295436,27.17504266,10.63789638,4.760165316,18.45922861,46.53751473,0.256659141,-0.186357433,0,-1,-1,,0.303482,6.37E-11,0.179468,5.20E-11
1.158736113,37.60011607,38.0704311,0.892317794,33.74844643,9.608550354,4.675871044,15.81188323,45.28300693,0.266856852,0.01551068,-1,0,0,,0.360806,6.77E-11,0.206142,5.13E-11
1.137542782,41.97072984,45.46248854,0.893958538,27.56542725,8.068751956,4.14919054,16.12005362,47.20916707,0.207854524,-0.137952195,1,-1,0,,0.324527,6.77E-11,0.192228,5.18E-11
1.1437435,38.88650355,36.6419318,0.882199235,40.19101447,6.300843523,4.72378491,24.03391303,48.68012099,0.219637204,0.085117052,-1,1,0,,0.367631,6.24E-11,0.208537,5.08E-11
1.077056781,31.13252714,42.89273655,0.851131736,26.70878542,6.295624182,4.518869458,25.64165,49.92199224,0.22266077,0.11695209,1,0,-1,,0.366815,6.76E-11,0.22073,5.48E-11
1.146191254,47.44485419,37.02809584,0.856646253,38.74722528,10.5397067,4.473188534,13.05555019,40.06556875,0.231602346,-0.091416486,0,1,1,,0.317554,6.69E-11,0.206704,5.72E-11
1.114239031,48.47223729,38.66695178,0.864394194,39.52394453,8.455598939,4.92402562,27.54141318,46.38819188,0.274767519,-0.137070882,0,0,1,,0.307799,6.82E-11,0.19348,5.75E-11
1.126954095,36.54074568,39.81884886,0.861269273,40.43132284,9.292270217,4.529060648,24.98524955,41.22196813,0.250306505,0.125259065,1,1,-1,,0.344023,6.47E-11,0.2133,5.47E-11
1.134400854,36.43301452,43.37064635,0.89672198,40.31641981,11.93787831,4.339491052,18.70477332,45.58417921,0.23810489,-0.017701255,-1,0,-1,,0.30614,5.63E-11,0.163884,4.49E-11
1.146019262,32.07880264,47.56794525,0.885230953,39.83564589,12.25344043,4.488965342,28.96520058,42.53086217,0.204624842,-0.161248708,0,1,-1,,0.299289,6.26E-11,0.184694,5.28E-11
1.086740332,40.78161073,35.57764084,0.891766041,26.149419,11.96720743,4.97210704,16.8092978,46.23815506,0.271477963,-0.069217033,0,-1,-1,,0.345151,6.47E-11,0.201584,5.43E-11
1.109979326,44.68817692,34.098403,0.857184299,32.00650116,7.827272414,4.376287754,14.70118233,40.9663606,0.291598403,-0.061642637,-1,0,-1,,0.337552,6.65E-11,0.189541,5.14E-11
1.123263294,40.9439753,39.20572077,0.887391029,31.30522332,13.13981965,4.1612299,22.34801267,43.39052577,0.236390034,-0.077960842,0,1,-1,,0.336237,6.47E-11,0.206399,5.23E-11
1.127025298,34.68815859,36.7088992,0.86427473,26.10872713,8.972948076,4.144007616,27.73877183,47.21822631,0.25953071,0.097551334,1,0,-1,,0.39945,6.65E-11,0.240975,5.21E-11
1.156776076,43.88181127,41.45210107,0.856212962,32.47332242,10.63160999,4.642559929,29.29400106,42.05500321,0.266315133,-0.097428344,-1,-1,0,,0.311463,6.61E-11,0.157949,4.92E-11
1.108442793,49.43900924,37.29723889,0.868101158,33.03309518,6.325342319,4.458713215,23.14173179,45.78079987,0.287341273,0.056474623,0,-1,1,,0.360085,6.80E-11,0.215914,5.45E-11
1.122362263,42.81294314,32.76186853,0.899806067,28.42728668,9.347575094,4.365726323,22.38990409,45.59561023,0.235211432,0.189451786,0,0,0,,0.423548,7.06E-11,0.263205,5.68E-11
1.141793832,47.79682726,39.28656313,0.879970304,32.61525241,8.434041324,4.572923514,15.43741156,42.14101724,0.251078742,-0.19445917,0,1,1,,0.323254,6.90E-11,0.205879,5.74E-11
1.11121538,49.93401343,45.1629277,0.854173027,36.49424507,7.80314344,4.206160267,18.27619073,46.77166818,0.255076456,-0.182414935,-1,1,1,,0.295663,6.66E-11,0.169854,4.93E-11
1.152342094,39.55190047,45.7084196,0.859382701,27.33973226,10.1277573,4.509090197,12.25009918,40.3935459,0.209363284,-0.183729008,0,0,0,,0.326583,6.81E-11,0.204572,5.69E-11
1.084240576,41.51072302,39.62804192,0.898988487,27.13179414,12.93932506,4.620667804,27.77655982,40.5571361,0.209915352,0.145237887,0,0,-1,,0.361758,6.60E-11,0.200299,5.39E-11
1.123705071,41.16987602,32.20820269,0.88211264,39.5626317,13.96900953,4.489659312,17.60536283,44.04770325,0.22280251,-0.109560566,1,1,-1,,0.325415,6.31E-11,0.211138,5.40E-11
1.11003103,43.69079016,42.57179662,0.888624508,29.46903501,11.82965103,4.815728445,22.11263155,44.6567069,0.215819987,-0.18141886,-1,1,-1,,0.285428,6.36E-11,0.144168,4.87E-11
1.113049883,43.0860416,35.40074106,0.86999748,33.96220615,13.63923165,4.889700616,27.73289367,49.96600539,0.277345328,-0.118776049,-1,-1,1,,0.304229,6.18E-11,0.165817,4.59E-11
1.150655402,33.32496497,46.22539328,0.86692899,30.60711462,10.849784,4.154550392,28.32758714,43.81070698,0.278998317,0.084218974,-1,-1,1,,0.328425,6.50E-11,0.15353,4.60E-11
1.137081481,40.65252334,39.46680817,0.882269897,37.06523531,7.886545562,4.778427387,28.85910903,48.15097648,0.273060967,0.128684376,-1,0,-1,,0.350473,6.46E-11,0.176795,4.68E-11
1.067362162,33.49648093,37.47166722,0.886675907,41.65397263,11.86302277,4.53109364,28.57893261,43.7769914,0.264169063,-0.199398212,1,1,1,,0.286291,6.32E-11,0.183857,5.33E-11
1.084602624,35.89677538,38.19183677,0.872991025,38.74750014,8.238764672,4.174395427,21.38466224,49.81151988,0.240075847,-0.097123567,0,1,-1,,0.322966,6.65E-11,0.204052,5.68E-11
1.144300818,42.31167074,32.12077338,0.899310255,33.82269652,8.432174967,4.698569346,17.14009406,44.63543931,0.265182107,-0.151247189,-1,1,0,,0.335163,6.76E-11,0.196457,5.07E-11
1.113388981,44.70411487,47.36828865,0.851069475,39.31966737,13.51316816,4.987236038,28.88096943,41.29251408,0.288602019,-0.138855148,-1,0,0,,0.266403,5.48E-11,0.146288,4.51E-11
1.102718305,37.22323877,36.47656628,0.867740212,34.68802504,6.628136133,4.435582704,22.49793986,41.3424941,0.224298795,-0.074888367,-1,-1,1,,0.319491,6.42E-11,0.153909,4.70E-11
1.074120055,46.15381591,36.21435957,0.87053005,32.48660586,8.43788509,4.214964242,28.08406873,46.81394848,0.226689146,-0.163027629,0,-1,0,,0.322391,6.83E-11,0.189672,5.62E-11
1.079016171,35.52872803,32.78469566,0.857257343,33.60047276,13.48783522,4.490662087,24.76452818,45.70305074,0.297624419,-0.128715517,0,0,1,,0.322969,6.99E-11,0.202324,5.71E-11
1.140577176,37.0081339,47.85939366,0.867640587,41.66053092,12.88297158,4.637962994,12.49406322,41.85532049,0.205651178,0.116984705,0,-1,-1,,0.312689,5.93E-11,0.17865,4.78E-11
1.074061778,45.72918871,32.44722958,0.862760313,30.76133419,10.51685192,4.60585512,27.97321736,46.3737744,0.216146203,-0.189202083,1,1,-1,,0.301618,6.34E-11,0.173781,4.97E-11
1.142864918,40.71137596,41.25806639,0.870705252,35.43704141,9.245051024,4.501123165,22.66931345,44.92344511,0.205910339,0.190715883,1,1,1,,0.371427,6.59E-11,0.240046,5.51E-11
1.152180431,37.58171256,40.74439748,0.896643716,32.36744547,13.55818159,4.127437649,25.4243914,47.97006611,0.219383511,-0.13485329,-1,-1,-1,,0.312708,6.41E-11,0.164696,4.51E-11
1.125774497,39.59383424,41.38468164,0.856613555,30.44379312,6.557378886,4.19719705,24.8947982,40.26401956,0.253965032,-0.080534804,0,0,-1,,0.356453,6.52E-11,0.224529,5.50E-11
1.153516397,40.90077755,47.96076375,0.878053795,34.99356501,8.680853584,4.327092441,19.6926542,42.27175354,0.207087601,-0.029979507,0,0,1,,0.341919,6.64E-11,0.214772,5.59E-11
1.077308379,44.46241629,36.77430446,0.874518083,29.12933252,11.44661207,4.847743532,15.96732215,40.07808669,0.225090431,0.051054521,0,0,0,,0.35392,6.85E-11,0.212844,5.81E-11
1.097748352,46.72412277,45.64382719,0.868587028,31.84535187,6.132500574,4.594710874,14.77687069,41.12679538,0.205333813,-0.128286477,1,-1,1,,0.294421,6.26E-11,0.179008,4.98E-11
1.082259751,30.70980758,47.71891927,0.882915225,32.19190515,6.499883827,4.142520778,26.48914382,44.22779806,0.210826023,-0.133186345,0,1,0,,0.32512,7.07E-11,0.200264,6.15E-11
