c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,d1,d2,d3,,ISI_EH_16,ISI_EW_16,EH_16,EW_16
1.122557049,38.06440944,44.1399509,0.88584645,41.7972188,8.224680389,4.103414305,28.81024695,48.57897105,0.272885088,0.006675513,0,-1,-1,,0.314605,6.51E-11,0.186383,5.23E-11
1.137362292,45.61059114,37.9980151,0.888516126,38.00998911,10.90568969,4.461679332,24.55154435,40.03112858,0.277489665,0.158566641,0,0,1,,0.357565,6.50E-11,0.231249,5.62E-11
1.09059824,32.41534369,35.5245438,0.865104837,40.12845614,10.34533144,4.358040485,14.49038442,42.90144463,0.261387109,-0.070344588,1,-1,-1,,0.303688,6.37E-11,0.174568,5.16E-11
1.112402687,38.88234214,45.25016577,0.871317408,31.53118114,11.39977284,4.29933385,20.41042483,43.14765687,0.26268556,0.15094419,-1,-1,-1,,0.319902,6.10E-11,0.148787,4.70E-11
1.111435569,45.68914838,39.31145121,0.882811467,28.1094556,9.463852056,4.91838079,22.89862202,47.66774587,0.250470061,-0.00077775,1,0,1,,0.344258,6.78E-11,0.20884,5.47E-11
1.150956651,31.35613869,41.17235634,0.897138129,34.28576077,7.555726476,4.863145453,16.52950456,47.00726036,0.254026094,0.179534515,0,1,1,,0.387984,6.78E-11,0.244453,5.59E-11
1.129100338,46.75955924,32.12692602,0.899467003,27.24343313,8.577036109,4.951537156,12.16090384,48.22730005,0.286121164,-0.024067674,1,-1,1,,0.353724,6.54E-11,0.211114,4.92E-11
1.092241189,46.05379039,39.64579207,0.85671693,40.84558389,13.16775974,4.542390635,27.42064494,44.18578026,0.26834649,-0.040803744,0,0,0,,0.325281,6.41E-11,0.213016,5.62E-11
1.11724087,33.79103406,47.43982279,0.864710784,27.6553529,7.154523202,4.112683065,24.88702259,45.6449832,0.279457835,0.002831969,1,0,-1,,0.341587,6.75E-11,0.202464,5.16E-11
1.145848772,43.91528429,44.44557563,0.870324143,36.36433013,7.438354382,4.389637967,15.10688316,44.08637225,0.224141875,-0.037231202,1,-1,0,,0.332147,6.46E-11,0.195023,5.08E-11
1.164188901,36.40638652,47.71985512,0.881815306,32.00145629,12.85987599,4.657628065,16.53659544,47.92855678,0.243293851,-0.056995533,-1,1,-1,,0.311259,6.18E-11,0.166276,4.92E-11
1.099694363,43.94737751,36.29840198,0.890413901,30.72462071,10.35297107,4.539129343,27.39641543,48.88386434,0.218438444,0.034139384,1,-1,-1,,0.354508,6.54E-11,0.196928,5.34E-11
1.156487172,38.92234438,46.74989289,0.863949545,35.74129879,11.45962968,4.30538516,12.24781523,44.16723962,0.293848189,-0.062788756,1,-1,1,,0.308052,6.40E-11,0.178727,5.30E-11
1.144641097,33.49472626,37.47124538,0.857229886,37.46833303,11.59446099,4.719647586,16.56112862,46.92360122,0.222729754,-0.030140354,1,1,0,,0.336274,6.46E-11,0.218383,5.64E-11
1.103858881,37.10615823,32.92247692,0.881582331,37.31706564,10.90870956,4.683481481,15.05893286,41.49446799,0.251417504,0.150133091,1,-1,0,,0.34988,6.52E-11,0.197721,5.19E-11
1.085062014,39.25678237,38.86291734,0.874864459,28.58417233,8.739525129,4.335692364,27.20148498,48.00332246,0.242663916,0.042806184,0,1,1,,0.378438,6.97E-11,0.235421,6.02E-11
1.081213231,40.19226588,36.75115337,0.892982548,36.74557409,11.0677921,4.21227617,20.47058183,49.8657278,0.294829917,0.058034256,1,1,0,,0.3285,6.66E-11,0.207236,5.80E-11
1.081839157,42.78253697,41.0505938,0.873433292,32.84859951,10.79415805,4.8649729,25.52017873,45.7936054,0.292470418,-0.174104007,-1,0,0,,0.290187,6.45E-11,0.158557,4.89E-11
1.165801318,31.05989085,35.19192874,0.871137633,27.72014202,10.98936329,4.143193308,17.12322986,40.61036681,0.270351933,0.067382467,-1,-1,-1,,0.380999,6.60E-11,0.197179,4.89E-11
1.104524728,33.7638852,43.95207726,0.867018965,38.72481868,9.903207513,4.5731025,12.51283529,46.4423202,0.23506565,-0.108317989,-1,1,-1,,0.279722,6.11E-11,0.148551,4.64E-11
1.110055006,37.64934915,39.51662464,0.898974168,31.83004913,12.19528107,4.597490837,28.0043596,43.54952851,0.224551868,0.164407696,0,1,0,,0.374686,6.51E-11,0.233076,5.38E-11
1.071020096,49.01506856,40.90251065,0.868818161,41.92083716,6.466901169,4.565035724,12.55974736,45.71175739,0.218046851,0.05238368,0,-1,-1,,0.306104,6.66E-11,0.176545,5.25E-11
1.164759035,47.49805102,39.22937999,0.885423044,38.4395,9.958744673,4.575680141,14.71411917,43.69399926,0.214222125,0.090757501,-1,-1,0,,0.329901,6.36E-11,0.166907,4.66E-11
1.114367968,38.97757673,46.17596754,0.876380939,32.54545331,8.151136178,4.164810832,19.52645041,40.25753482,0.229115394,0.001403804,-1,0,0,,0.32165,6.68E-11,0.167159,5.11E-11
1.163259974,32.18765828,42.76865687,0.874996619,38.43357167,7.148855983,4.174882373,19.1859349,47.96962252,0.219167574,0.107110877,1,1,1,,0.366415,6.69E-11,0.238249,5.69E-11
1.095696469,34.33782975,32.26744943,0.869932953,32.09730386,11.27475949,4.16382656,14.74687177,40.16575883,0.211379636,0.06071571,0,1,1,,0.399077,6.73E-11,0.261119,5.49E-11
1.106932354,36.42052628,40.92659191,0.899673023,39.35178422,11.59698546,4.92643273,12.71511672,40.70333442,0.247400629,-0.060333035,-1,-1,-1,,0.279791,5.60E-11,0.140467,4.28E-11
1.160391873,39.79129922,40.63438576,0.894763018,33.14616073,13.01627511,4.328223574,16.92857467,43.2836139,0.254756427,-0.11194853,-1,-1,1,,0.304684,6.16E-11,0.169102,4.54E-11
1.133809585,32.85586566,33.50560439,0.893509587,29.78989926,9.088032088,4.614387883,21.46443546,40.76023879,0.287412594,0.180454247,1,0,-1,,0.394437,6.43E-11,0.229035,5.40E-11
1.147917398,35.6760367,40.44554874,0.866970836,34.87467697,13.79522775,4.380532626,24.03833891,43.25967207,0.277447727,-0.069676013,-1,-1,-1,,0.297002,6.06E-11,0.149156,4.40E-11
1.155649401,45.03415442,44.20211353,0.873473951,29.37223204,6.331800637,4.38964592,12.66802796,46.93855411,0.267035003,-0.027811287,-1,1,0,,0.352992,6.77E-11,0.202198,5.13E-11
1.143445565,40.72016989,32.63775883,0.856739656,29.09466238,8.685310409,4.147081652,22.89210205,45.12061028,0.261746101,-0.027057762,1,0,1,,0.379848,7.07E-11,0.235761,5.67E-11
1.151436714,39.08118112,32.24645632,0.893653407,36.49922476,12.58402433,4.956598124,12.9164229,42.35071864,0.206334344,-0.031336846,0,-1,1,,0.349315,6.68E-11,0.208576,5.58E-11
1.153049582,31.63247965,39.56979125,0.856277155,38.36616963,12.73137725,4.138961844,20.75593338,42.39411044,0.295247378,0.177557051,0,1,1,,0.378863,6.43E-11,0.250328,5.48E-11
1.128060068,49.46974795,37.5177815,0.894892536,32.95351957,7.886517097,4.946745167,24.31592492,40.64911585,0.287042486,0.080552118,-1,-1,1,,0.325686,6.52E-11,0.157803,4.51E-11
1.127159355,44.64749798,36.05502468,0.880024448,39.0339069,6.432909283,4.217459604,27.16402458,46.18345869,0.253128781,-0.100683708,0,1,0,,0.348675,6.78E-11,0.227443,5.82E-11
1.096174527,47.4537233,38.74665496,0.853221513,40.35176111,7.627046663,4.843604782,27.87187122,44.86750745,0.259846469,0.010906983,-1,-1,1,,0.31095,5.93E-11,0.161317,4.53E-11
1.129148798,47.10083443,36.51423117,0.894187775,35.08304528,6.920824328,4.304301049,22.72768294,42.39446237,0.213141566,-0.135260914,0,-1,-1,,0.325682,6.73E-11,0.18649,5.46E-11
1.151153919,42.04367308,47.4170734,0.867283961,35.53000157,10.79188231,4.654133858,13.06518973,47.50317185,0.29482095,0.013871623,-1,1,-1,,0.297861,6.04E-11,0.155745,4.70E-11
1.085922272,45.0585183,32.11710351,0.866412805,40.68170156,10.70693866,4.869671256,22.88409694,48.22578153,0.287948352,-0.07160545,0,0,1,,0.338569,6.65E-11,0.223362,5.48E-11
1.078962147,44.42606688,39.04555339,0.856336785,35.43717837,6.288546517,4.280163905,26.18942141,40.1209676,0.230334567,-0.191449616,-1,0,1,,0.294094,6.57E-11,0.153995,4.87E-11
1.166415166,41.64059953,36.69402046,0.896447473,34.11391078,9.63753782,4.629084356,16.7544776,43.05288299,0.237165458,-0.1022208,1,0,1,,0.337836,6.88E-11,0.210721,5.40E-11
1.125121395,43.91692268,33.15115552,0.898554166,38.04913049,12.4493053,4.776476364,13.44109759,44.81696283,0.244567296,0.06898906,-1,1,1,,0.345958,6.02E-11,0.211157,4.94E-11
1.111540395,44.08626797,42.9063254,0.884857426,35.89761188,7.207845866,4.784722211,26.0588248,49.04102986,0.223376869,-0.129328443,0,-1,0,,0.314889,6.70E-11,0.182015,5.47E-11
1.105776581,36.41129308,45.04763086,0.880676295,38.16002804,9.421320798,4.189496507,14.07063022,43.73407132,0.219384777,0.128298599,-1,-1,-1,,0.316395,5.92E-11,0.151608,4.34E-11
1.126630269,43.77690518,39.85775938,0.854408684,29.76124219,9.692816647,4.278732353,12.45857224,47.29397698,0.272491675,-0.067843301,-1,0,1,,0.335247,6.77E-11,0.185593,5.30E-11
1.15101608,38.56884952,45.83497832,0.882853271,35.29657052,7.605819904,4.576591949,28.09978353,43.04993976,0.287094561,0.163498109,1,1,0,,0.358603,6.34E-11,0.22498,5.38E-11
1.099651125,43.66148733,46.38753519,0.853784844,40.05740581,7.526714906,4.864792019,24.0081382,43.44339195,0.215137557,0.054148385,-1,0,1,,0.307087,6.06E-11,0.16544,4.64E-11
1.151445472,46.4369875,42.05183355,0.897815075,35.43877003,7.582662277,4.48639765,18.06142798,49.91945012,0.23802365,0.197080349,-1,0,1,,0.355655,6.49E-11,0.184627,4.87E-11
1.118547094,33.44559403,33.19318514,0.868515285,27.97470176,11.07614973,4.472527861,29.83648139,49.29955624,0.214923603,-0.042047095,1,1,1,,0.369773,7.05E-11,0.214844,5.70E-11
1.11282464,41.2189751,44.48581637,0.874359695,32.71989683,8.095997638,4.919725525,12.40088721,48.21121898,0.21884684,0.07430276,1,-1,0,,0.321554,6.42E-11,0.191406,5.29E-11
1.102187608,49.48425256,33.96435407,0.859378495,40.23107961,10.66725052,4.378321746,12.01375894,42.27597738,0.214540363,-0.11862647,0,-1,1,,0.316017,6.50E-11,0.200408,5.31E-11
1.156298923,47.46188757,43.204631,0.873524884,39.23417604,9.966611177,4.427139815,16.96085585,49.24740814,0.238698923,-0.002847651,1,-1,1,,0.311848,6.53E-11,0.185982,5.36E-11
1.092110479,47.69933038,38.13221531,0.864878736,37.4815194,7.526959545,4.206373366,27.06596008,47.44135921,0.259052055,-0.10284337,-1,1,0,,0.320507,6.45E-11,0.182055,5.03E-11
1.128991383,42.76710641,37.24111111,0.853374467,40.08861756,9.679653849,4.787485446,16.56999518,45.91387182,0.242879516,-0.047159743,0,1,1,,0.334077,6.79E-11,0.214003,5.85E-11
1.079338008,34.88533326,33.26946533,0.865142915,37.8672768,10.9201258,4.705169989,12.15089543,46.78376972,0.250318069,-0.10763662,0,1,0,,0.326933,6.81E-11,0.213824,5.87E-11
1.08415632,33.69965931,45.50816008,0.899129489,40.619834,8.778955363,4.802202122,21.83618263,48.16442398,0.248372695,0.035980519,1,1,-1,,0.30632,6.43E-11,0.18932,5.51E-11
1.145393012,32.00469286,40.59211387,0.868299167,35.6689095,13.67042013,4.45354065,19.07351396,47.90636994,0.26450784,-0.042446397,1,1,0,,0.324553,6.57E-11,0.211185,5.71E-11
1.135562173,38.08003218,34.17781047,0.872532163,31.35071028,7.74375144,4.933197321,24.41350918,45.98820891,0.274665747,0.016788425,1,1,1,,0.372768,6.88E-11,0.235854,5.81E-11
1.136719975,48.61119638,45.80186711,0.858372093,30.21022438,6.572882236,4.980805525,16.25491378,46.60598356,0.20896307,-0.115691623,0,1,-1,,0.329591,6.83E-11,0.209681,5.73E-11
1.116949107,32.09907337,38.22197444,0.876899386,31.42726696,10.44720169,4.58309149,19.03098898,46.96270083,0.267848245,0.07492126,0,-1,1,,0.375885,6.74E-11,0.216491,5.74E-11
1.122815794,37.16159828,41.80979737,0.896786813,35.5502164,13.83672139,4.496905958,25.31301533,40.37603879,0.276472664,0.007312632,-1,-1,-1,,0.294018,5.88E-11,0.146973,4.18E-11
1.067198323,35.5440021,40.55731572,0.888398144,26.84948153,10.39242755,4.8208951,23.69249499,49.31447015,0.207473145,-0.089277415,0,-1,-1,,0.330473,6.34E-11,0.192672,5.24E-11
1.158590418,45.30010297,41.59584551,0.891648407,40.33669587,13.78176282,4.998668456,14.51368801,40.70542045,0.207346665,-0.194102484,1,1,1,,0.282187,6.29E-11,0.186152,5.54E-11
1.163848674,31.89533833,45.46778922,0.88425865,33.80091468,8.773559051,4.418283008,16.56909988,49.11017974,0.272564255,-0.189629683,0,0,0,,0.325676,6.94E-11,0.197466,5.87E-11
1.112818794,35.62602545,32.46345898,0.894234095,38.33608573,8.637880634,4.816902729,17.8434898,43.07882444,0.292810908,0.190766465,0,1,1,,0.382031,6.79E-11,0.248799,5.88E-11
1.119022199,49.03870335,46.2079439,0.875901628,31.96398083,11.68283663,4.510079082,22.89383211,49.90406197,0.277391625,-0.066289438,1,1,0,,0.31656,6.46E-11,0.199553,5.28E-11
1.075566492,33.69811181,40.42963001,0.870855121,38.81055453,13.46561871,4.260078273,27.48120188,49.57394926,0.295947061,-0.184854965,0,1,-1,,0.291314,6.13E-11,0.183503,5.31E-11
1.07242502,30.11594786,37.0028985,0.852784921,30.70179977,8.848131888,4.958309317,20.5851166,42.78238442,0.25030052,0.05734317,-1,1,-1,,0.355368,6.75E-11,0.198005,5.21E-11
1.077791237,45.16123316,45.63113234,0.892212493,40.24810932,9.054739174,4.499424679,13.82846657,42.25806922,0.297132047,-0.086150412,-1,1,-1,,0.261165,6.16E-11,0.132652,4.48E-11
1.157406282,47.81104573,46.76007196,0.857807478,40.0755543,11.0559596,4.289565361,18.21208647,41.59918789,0.244434816,-0.166490018,0,1,1,,0.296934,6.52E-11,0.192704,5.63E-11
1.083198519,33.94392693,43.05643746,0.878690143,39.97317014,7.957072526,4.666647161,12.61976278,45.16198461,0.286322648,0.193650618,0,0,1,,0.331082,6.85E-11,0.201775,5.76E-11
1.067653968,35.05682964,35.58159473,0.85237688,26.1627593,9.921562498,4.140933931,17.00990636,46.39974569,0.229469204,-0.09213812,0,-1,1,,0.364705,6.82E-11,0.228757,5.64E-11
1.12572132,37.61068154,43.24036854,0.874806198,36.13134825,8.827154776,4.358339552,14.39772805,49.37080385,0.280483585,0.175211417,0,0,1,,0.368911,6.55E-11,0.235082,5.55E-11
1.085204722,48.66311526,46.97205132,0.864177226,30.39414797,10.41145259,4.266760315,19.95781999,41.85317646,0.294737592,-0.002470137,0,1,1,,0.318271,6.70E-11,0.189878,5.75E-11
1.163058444,42.89883345,39.74905237,0.898384762,28.29103651,11.058639,4.695699531,19.80911689,40.59357225,0.24927226,-0.013946423,0,1,0,,0.35407,6.82E-11,0.210913,5.83E-11
1.147341349,35.1332198,38.26288581,0.86200861,36.98309464,13.91906763,4.259686583,26.78604132,42.30988559,0.205797581,-0.144473393,1,0,-1,,0.317462,6.31E-11,0.19615,5.32E-11
1.160181979,47.77084207,36.62816793,0.897388203,39.59888856,9.477238353,4.521244599,23.33735439,41.58031835,0.201478209,-0.093795193,1,1,1,,0.3185,6.65E-11,0.205225,5.46E-11
1.068211033,43.48997688,40.82350137,0.866082407,38.48323739,7.16628345,4.320392575,17.26164772,41.95931946,0.208793868,0.147990472,1,0,0,,0.344181,6.38E-11,0.212713,5.28E-11
